Title,AlbumName,Record Label,Performer,Track.number,Song.duration,Composer,Year,Genre,Styles,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration_ms,popularity,shake.the.audience,romantic,obscene,family.spiritual,sadness
The Girl Can't Help It ,The Animals [US],ABKCO Records,The Animals,2,2:23,Bobby Troup,1964,Pop/Rock,"Blues-Rock, British Invasion, Rock & Roll, British Blues",0.00261,0.557,0.805,0.00051,0.371,-8.28,0.11,94.699,0.8,164920,2,0.002923977,0.132502178,0.002923977,0.002923977,0.002923977
Blue Feeling ,The Animals [US],ABKCO Records,The Animals,3,2:34,Jimmy Henshaw,1964,Pop/Rock,"Blues-Rock, British Invasion, Rock & Roll, British Blues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001385042,0.065919594,0.001385042,0.001385042,0.001385042
Baby Let Me Take You Home  ,The Animals [US],ABKCO Records,The Animals,4,2:21,Wes Farrell / Bert Russell,1964,Pop/Rock,"Blues-Rock, British Invasion, Rock & Roll, British Blues",0.318,0.556,0.687,0,0.127,-6.588,0.0356,140.546,0.962,142427,40,0.000809717,0.484220176,0.000809717,0.000809717,0.136036593
The Right Time ,The Animals [US],ABKCO Records,The Animals,5,3:47,Lew Herman,1964,Pop/Rock,"Blues-Rock, British Invasion, Rock & Roll, British Blues",0.0301,0.58,0.717,0.000126,0.0546,-5.859,0.0259,106.535,0.681,226600,21,0.001119821,0.001119821,0.135102907,0.001119821,0.001119821
Talkin' Bout You ,The Animals [US],ABKCO Records,The Animals,6,1:56,Ray Charles,1964,Pop/Rock,"Blues-Rock, British Invasion, Rock & Roll, British Blues",0.688,0.433,0.817,4.90E-06,0.092,-3.986,0.0486,122.511,0.826,115613,25,0.014419611,0.053803989,0.000720981,0.092547361,0.32999195
Around and Around ,The Animals [US],ABKCO Records,The Animals,7,2:45,Chuck Berry,1964,Pop/Rock,"Blues-Rock, British Invasion, Rock & Roll, British Blues",0.161,0.493,0.75,0.0744,0.152,-6.432,0.0355,106.84,0.876,164787,24,0.025073645,0.156072009,0.072540344,0.001144165,0.001144165
I'm in Love Again ,The Animals [US],ABKCO Records,The Animals,8,3:01,Fats Domino,1964,Pop/Rock,"Blues-Rock, British Invasion, Rock & Roll, British Blues",0.38,0.651,0.406,2.42E-05,0.148,-11.575,0.0395,118.576,0.693,157760,10,0.01327585,0.000604961,0.237378883,0.000604961,0.055613326
Gonna Send You Back to Walker  ,The Animals [US],ABKCO Records,The Animals,9,2:30,"John Hammond, Jr. / Johnnie Mae Matthews",1964,Pop/Rock,"Blues-Rock, British Invasion, Rock & Roll, British Blues",0.671,0.594,0.767,0.0223,0.218,-4.894,0.0266,99.391,0.972,149800,20,0.000892061,0.036581598,0.000892061,0.000892061,0.000892061
"Memphis, Tennessee ",The Animals [US],ABKCO Records,The Animals,10,3:07,Chuck Berry,1964,Pop/Rock,"Blues-Rock, British Invasion, Rock & Roll, British Blues",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003289474,0.003289474,0.21804874,0.003289474,0.314555266
I'm Mad Again ,The Animals [US],ABKCO Records,The Animals,11,4:17,John Lee Hooker,1964,Pop/Rock,"Blues-Rock, British Invasion, Rock & Roll, British Blues",0.143,0.492,0.459,0.005,0.113,-7.698,0.0459,99.014,0.246,256600,22,0.001754386,0.001754386,0.001754386,0.001754386,0.099322373
I've Been Around ,The Animals [US],ABKCO Records,The Animals,12,1:39,Fats Domino,1964,Pop/Rock,"Blues-Rock, British Invasion, Rock & Roll, British Blues",0.538,0.598,0.582,0.232,0.119,-8.803,0.0296,130.215,0.928,99933,23,0.001594896,0.448003958,0.001594896,0.001594896,0.001594896
Talkin' 'Bout You ,The Animals [US],ABKCO Records,The Animals,13,7:03,Ray Charles,1964,Pop/Rock,"Blues-Rock, British Invasion, Rock & Roll, British Blues",0.35,0.45,0.878,0,0.103,-8.585,0.0796,154.671,0.884,130040,4,0.000835422,0.023743741,0.000835422,0.000835422,0.043494467
Boom Boom ,The Animals on Tour,ABKCO Records,The Animals,1,3:20,John Lee Hooker,1965,"Pop/Rock, Blues","British Blues, Regional Blues, Blues-Rock, Rock & Roll, British Invasion",0.526,0.465,0.521,0,0.286,-8.289,0.0638,78.543,0.795,198667,41,0.000956938,0.000956938,0.000956938,0.000956938,0.2487651
How You've Changed ,The Animals on Tour,ABKCO Records,The Animals,2,3:15,Chuck Berry,1965,"Pop/Rock, Blues","British Blues, Regional Blues, Blues-Rock, Rock & Roll, British Invasion",0.616,0.634,0.612,0.033,0.0915,-7.504,0.0273,100.773,0.561,195533,14,0.024614105,0.055266112,0.00122399,0.00122399,0.151072749
Mess Around ,The Animals on Tour,ABKCO Records,The Animals,3,2:22,Ahmet Ertegun,1965,"Pop/Rock, Blues","British Blues, Regional Blues, Blues-Rock, Rock & Roll, British Invasion",0.449,0.544,0.809,1.04E-06,0.191,-5.506,0.0286,149.065,0.964,143227,15,0.015853571,0.00075188,0.306947822,0.00075188,0.00075188
"Bright Lights, Big City ",The Animals on Tour,ABKCO Records,The Animals,4,2:56,Jimmy Reed,1965,"Pop/Rock, Blues","British Blues, Regional Blues, Blues-Rock, Rock & Roll, British Invasion",0.199,0.379,0.646,0,0.27,-4.857,0.0288,72.873,0.469,175987,13,0.000666223,0.000666223,0.196886242,0.000666223,0.026478663
I Believe to My Soul ,The Animals on Tour,ABKCO Records,The Animals,5,3:26,Ray Charles,1965,"Pop/Rock, Blues","British Blues, Regional Blues, Blues-Rock, Rock & Roll, British Invasion",0.881,0.404,0.308,0.00653,0.102,-8.441,0.0346,206.794,0.505,208000,25,0.000626566,0.000626566,0.848338461,0.000626566,0.000626566
Worried Life Blues ,The Animals on Tour,ABKCO Records,The Animals,6,4:14,Big Maceo Merriweather,1965,"Pop/Rock, Blues","British Blues, Regional Blues, Blues-Rock, Rock & Roll, British Invasion",0.272,0.272,0.525,0.000985,0.093,-6.719,0.032,96.531,0.245,256427,24,0.003289474,0.003289474,0.003289474,0.003289474,0.003289474
Let the Good Times Roll  ,The Animals on Tour,ABKCO Records,The Animals,7,1:56,Shirley Goodman / Leonard Lee,1965,"Pop/Rock, Blues","British Blues, Regional Blues, Blues-Rock, Rock & Roll, British Invasion",0.631,0.409,0.635,0.000197,0.0829,-4.677,0.0326,146.19,0.751,117627,24,0.002631579,0.002631579,0.358880778,0.002631579,0.072748138
Ain't Got You  ,The Animals on Tour,ABKCO Records,The Animals,8,2:29,Billy Boy Arnold / Calvin Carter,1965,"Pop/Rock, Blues","British Blues, Regional Blues, Blues-Rock, Rock & Roll, British Invasion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.044718078,0.322253423,0.06483426,0.000907441
"Hallelujah, I Love Her So ",The Animals on Tour,ABKCO Records,The Animals,9,2:48,Ray Charles,1965,"Pop/Rock, Blues","British Blues, Regional Blues, Blues-Rock, Rock & Roll, British Invasion",0.546,0.469,0.636,2.96E-06,0.0899,-5.759,0.0335,137.108,0.728,167707,12,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591
I'm Crying  ,The Animals on Tour,ABKCO Records,The Animals,10,2:48,Eric Burdon / Alan Price,1965,"Pop/Rock, Blues","British Blues, Regional Blues, Blues-Rock, Rock & Roll, British Invasion",0.0186,0.553,0.557,0.0051,0.353,-9.834,0.0322,113.142,0.804,166507,30,0.001697793,0.068883207,0.114201684,0.001697793,0.001697793
Dimples  ,The Animals on Tour,ABKCO Records,The Animals,11,3:18,James Bracken / John Lee Hooker,1965,"Pop/Rock, Blues","British Blues, Regional Blues, Blues-Rock, Rock & Roll, British Invasion",0.0869,0.605,0.753,0.447,0.218,-6.564,0.028,140.71,0.708,198253,14,0.003759398,0.003759399,0.003759399,0.003759399,0.495785928
She Said Yeah  ,The Animals on Tour,ABKCO Records,The Animals,12,2:21,Don Christy / Sonny Christy / George Jackson / Roddy Jackson,1965,"Pop/Rock, Blues","British Blues, Regional Blues, Blues-Rock, Rock & Roll, British Invasion",0.173,0.475,0.894,0,0.308,-5.634,0.148,187.038,0.952,103267,1,0.022396417,0.001119821,0.001119821,0.02458394,0.053209924
Baby What's Wrong ,The Animals on Tour,ABKCO Records,The Animals,13,2:50,Jimmy Reed,1965,"Pop/Rock, Blues","British Blues, Regional Blues, Blues-Rock, Rock & Roll, British Invasion",0.621,0.428,0.831,0,0.0824,-6.057,0.0413,209.484,0.911,170373,8,0.001031992,0.023110003,0.001031992,0.065074124,0.001031992
F-E-E-L ,The Animals on Tour,ABKCO Records,The Animals,14,2:44,Ray Charles,1965,"Pop/Rock, Blues","British Blues, Regional Blues, Blues-Rock, Rock & Roll, British Invasion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000923361,0.000923361,0.000923361,0.000923361,0.000923361
Don't Bring Me Down  ,Animalization,ABKCO Records,The Animals,1,3:17,Gerry Goffin / Carole King,1966,"Pop/Rock, Blues","Blues-Rock, British Blues, British Invasion, Regional Blues, Rock & Roll, AM Pop, Contemporary Pop/Rock",0.328,0.52,0.661,0.0725,0.136,-9.436,0.0518,116.894,0.768,196907,40,0.003095975,0.003095975,0.003095975,0.211361736,0.003095975
One Monkey Don't Stop No Show ,Animalization,ABKCO Records,The Animals,2,3:22,Joe Tex,1966,"Pop/Rock, Blues","Blues-Rock, British Blues, British Invasion, Regional Blues, Rock & Roll, AM Pop, Contemporary Pop/Rock",0.103,0.532,0.892,1.42E-05,0.249,-4.642,0.0551,134.037,0.796,200627,20,0.001754386,0.001754386,0.001754386,0.156212787,0.001754386
You're on My Mind  ,Animalization,ABKCO Records,The Animals,3,2:55,Eric Burdon / Dave Rowberry,1966,"Pop/Rock, Blues","Blues-Rock, British Blues, British Invasion, Regional Blues, Rock & Roll, AM Pop, Contemporary Pop/Rock",0.261,0.535,0.63,0.000637,0.158,-5.51,0.0255,107.357,0.398,174920,31,0.002392345,0.682285663,0.002392345,0.169973685,0.064008593
Cheating  ,Animalization,ABKCO Records,The Animals,4,2:28,Eric Burdon / Dave Rowberry,1966,"Pop/Rock, Blues","Blues-Rock, British Blues, British Invasion, Regional Blues, Rock & Roll, AM Pop, Contemporary Pop/Rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001949318,0.001949318,0.001949318,0.069744539,0.001949318
She'll Return It  ,Animalization,ABKCO Records,The Animals,5,2:46,Eric Burdon / Dave Rowberry,1966,"Pop/Rock, Blues","Blues-Rock, British Blues, British Invasion, Regional Blues, Rock & Roll, AM Pop, Contemporary Pop/Rock",0.112,0.498,0.911,0.00121,0.303,-4.391,0.0408,98.717,0.756,162400,15,0.002923977,0.002923977,0.002923977,0.193083871,0.002923977
Inside - Looking Out  ,Animalization,ABKCO Records,The Animals,6,3:48,Eric Burdon / Chas Chandler / Alan Lomax,1966,"Pop/Rock, Blues","Blues-Rock, British Blues, British Invasion, Regional Blues, Rock & Roll, AM Pop, Contemporary Pop/Rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002105263,0.002105263,0.002105263,0.048125117,0.002105263
See See Rider ,Animalization,ABKCO Records,The Animals,7,4:01,Ma Rainey,1966,"Pop/Rock, Blues","Blues-Rock, British Blues, British Invasion, Regional Blues, Rock & Roll, AM Pop, Contemporary Pop/Rock",0.182,0.445,0.743,0.104,0.232,-7.771,0.0799,176.806,0.765,240213,20,0.003508772,0.077425795,0.003508772,0.003508772,0.003508772
Gin House Blues  ,Animalization,ABKCO Records,The Animals,8,4:39,Fletcher Henderson / Henry Troy,1966,"Pop/Rock, Blues","Blues-Rock, British Blues, British Invasion, Regional Blues, Rock & Roll, AM Pop, Contemporary Pop/Rock",0.9,0.5,0.426,0.000446,0.0869,-6.766,0.0325,115.383,0.298,278827,30,0.000907441,0.000907441,0.000907441,0.000907441,0.432019327
Maudie ,Animalization,ABKCO Records,The Animals,9,4:03,John Lee Hooker,1966,"Pop/Rock, Blues","Blues-Rock, British Blues, British Invasion, Regional Blues, Rock & Roll, AM Pop, Contemporary Pop/Rock",0.0558,0.411,0.818,0.359,0.151,-5.24,0.0391,61.524,0.736,243720,21,0.000785546,0.000785546,0.000785546,0.039901191,0.053447334
What Am I Living For  ,Animalization,ABKCO Records,The Animals,10,3:14,Art Harris / Fred Jacobson,1966,"Pop/Rock, Blues","Blues-Rock, British Blues, British Invasion, Regional Blues, Rock & Roll, AM Pop, Contemporary Pop/Rock",0.0846,0.47,0.779,0.000336,0.192,-4.79,0.0378,101.021,0.731,193827,19,0.000974659,0.000974659,0.000974659,0.000974659,0.035328388
Sweet Little Sixteen ,Animalization,ABKCO Records,The Animals,11,3:08,Chuck Berry,1966,"Pop/Rock, Blues","Blues-Rock, British Blues, British Invasion, Regional Blues, Rock & Roll, AM Pop, Contemporary Pop/Rock",0.0248,0.407,0.904,0.00302,0.315,-5.634,0.0605,85.799,0.765,186627,18,0.12576898,0.038134715,0.119944112,0.026125358,0.308461582
I Put a Spell on You ,Animalization,ABKCO Records,The Animals,12,2:59,Screamin' Jay Hawkins,1966,"Pop/Rock, Blues","Blues-Rock, British Blues, British Invasion, Regional Blues, Rock & Roll, AM Pop, Contemporary Pop/Rock",0.335,0.362,0.899,0.000103,0.18,-4.845,0.0592,104.373,0.702,176573,43,0.03129128,0.001547988,0.001547988,0.111864053,0.001547988
Don't Bring Me Down   ,Animalization,ABKCO Records,The Animals,13,3:17,Gerry Goffin / Carole King,1966,"Pop/Rock, Blues","Blues-Rock, British Blues, British Invasion, Regional Blues, Rock & Roll, AM Pop, Contemporary Pop/Rock",0.328,0.52,0.661,0.0725,0.136,-9.436,0.0518,116.894,0.768,196907,40,0.001096491,0.435728509,0.001096491,0.123530775,0.001096491
Smokestack Lightning ,Animalism,Hip-o Select,The Animals,6,5:27,Howlin' Wolf,1966,"Pop/Rock, Blues","Blues-Rock, British Blues, British Invasion, Regional Blues, Rock & Roll, AM Pop, Contemporary Pop/Rock, Psychedelic/Garage",0.322,0.504,0.564,0.314,0.37,-7.008,0.0294,112.122,0.357,213667,6,0.001119821,0.001119821,0.001119821,0.001119821,0.115503057
Winds of Change  ,Winds of Change,One Way Records,Eric Burdon & the Animals / Eric Burdon,1,4:00,Vic Briggs / Eric Burdon / Barry Jenkins / Danny McCulloch / John Weider,1967,Pop/Rock,"British Psychedelia, Psychedelic/Garage, Album Rock, AM Pop, Contemporary Pop/Rock",0.0262,0.275,0.661,0.03,0.293,-8.498,0.0447,104.147,0.559,240573,18,0.058534975,0.001547988,0.001547988,0.060820513,0.001547988
Poem by the Sea  ,Winds of Change,One Way Records,Eric Burdon & the Animals / Eric Burdon,2,2:15,Vic Briggs / Eric Burdon / Barry Jenkins / Danny McCulloch / John Weider,1967,Pop/Rock,"British Psychedelia, Psychedelic/Garage, Album Rock, AM Pop, Contemporary Pop/Rock",0.312,0.445,0.549,0.00371,0.139,-10.882,0.031,83.368,0.121,135600,13,0.00074129,0.00074129,0.00074129,0.015298712,0.026145447
Paint It Black  ,Winds of Change,One Way Records,Eric Burdon & the Animals / Eric Burdon,3,6:20,Mick Jagger / Keith Richards,1967,Pop/Rock,"British Psychedelia, Psychedelic/Garage, Album Rock, AM Pop, Contemporary Pop/Rock",0.0144,0.506,0.422,0.00022,0.171,-7.9,0.0498,144.818,0.409,358307,27,0.002024292,0.002024292,0.387167164,0.002024291,0.002024292
The Black Plague  ,Winds of Change,One Way Records,Eric Burdon & the Animals / Eric Burdon,4,6:05,Vic Briggs / Eric Burdon / Barry Jenkins / Danny McCulloch / John Weider,1967,Pop/Rock,"British Psychedelia, Psychedelic/Garage, Album Rock, AM Pop, Contemporary Pop/Rock",0.557,0.485,0.298,0.0186,0.111,-10.321,0.0513,84.597,0.272,358253,12,0.000809717,0.357347443,0.045849411,0.032183604,0.147508008
Yes I Am Experienced  ,Winds of Change,One Way Records,Eric Burdon & the Animals / Eric Burdon,5,3:40,Vic Briggs / Eric Burdon / Barry Jenkins / Daniel McCulloch / John Weider,1967,Pop/Rock,"British Psychedelia, Psychedelic/Garage, Album Rock, AM Pop, Contemporary Pop/Rock",0.011,0.242,0.785,0.00324,0.211,-5.853,0.0788,60.901,0.643,220040,10,0.000974659,0.060095444,0.095697115,0.000974659,0.000974659
San Franciscan Nights  ,Winds of Change,One Way Records,Eric Burdon & the Animals / Eric Burdon,6,3:24,Vic Briggs / Eric Burdon / Barry Jenkins / Danny McCulloch / John Weider,1967,Pop/Rock,"British Psychedelia, Psychedelic/Garage, Album Rock, AM Pop, Contemporary Pop/Rock",0.381,0.516,0.658,0.0198,0.147,-7.89,0.0921,183.694,0.54,199373,40,0.07168896,0.001196172,0.001196172,0.025954505,0.001196172
Man -- Woman  ,Winds of Change,One Way Records,Eric Burdon & the Animals / Eric Burdon,7,5:25,Vic Briggs / Eric Burdon / Barry Jenkins / Danny McCulloch / John Weider,1967,Pop/Rock,"British Psychedelia, Psychedelic/Garage, Album Rock, AM Pop, Contemporary Pop/Rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146632539,0.000848896,0.334461088,0.000848896,0.000848896
Hotel Hell  ,Winds of Change,One Way Records,Eric Burdon & the Animals / Eric Burdon,8,4:20,Vic Briggs / Eric Burdon / Barry Jenkins / Danny McCulloch / John Weider,1967,Pop/Rock,"British Psychedelia, Psychedelic/Garage, Album Rock, AM Pop, Contemporary Pop/Rock",0.432,0.311,0.351,0.109,0.281,-10.209,0.0314,171.624,0.272,288813,12,0.148866246,0.001119821,0.001119821,0.078393322,0.19716652
Good Times  ,Winds of Change,One Way Records,Eric Burdon & the Animals / Eric Burdon,9,2:50,Vic Briggs / Eric Burdon / Barry Jenkins / Danny McCulloch / John Weider,1967,Pop/Rock,"British Psychedelia, Psychedelic/Garage, Album Rock, AM Pop, Contemporary Pop/Rock",0.351,0.498,0.546,0.000944,0.187,-5.299,0.0295,116.07,0.587,179840,43,0.003508772,0.003508772,0.098840096,0.003508772,0.678770236
Anything  ,Winds of Change,One Way Records,Eric Burdon & the Animals / Eric Burdon,10,3:20,Vic Briggs / Eric Burdon / Barry Jenkins / Danny McCulloch / John Weider,1967,Pop/Rock,"British Psychedelia, Psychedelic/Garage, Album Rock, AM Pop, Contemporary Pop/Rock",0.425,0.465,0.553,0.00747,0.127,-7.214,0.0242,88.301,0.466,201200,16,0.001503759,0.001503759,0.001503759,0.089761236,0.00150376
It's All Meat  ,Winds of Change,One Way Records,Eric Burdon & the Animals / Eric Burdon,11,2:50,Vic Briggs / Eric Burdon / Barry Jenkins / Danny McCulloch / John Weider,1967,Pop/Rock,"British Psychedelia, Psychedelic/Garage, Album Rock, AM Pop, Contemporary Pop/Rock",0.043,0.476,0.824,3.20E-05,0.165,-5.775,0.0592,141.512,0.58,127907,14,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583
Magical Mystery Tour  ,Magical Mystery Tour,Apple Records / Capitol,The Beatles,1,2:50,John Lennon / Paul McCartney,1967,Pop/Rock,"British Psychedelia, Contemporary Pop/Rock, Psychedelic/Garage, AM Pop",0.0385,0.297,0.613,3.98E-05,0.0734,-9.065,0.0931,170.962,0.338,170107,54,0.001594896,0.001594896,0.001594896,0.170887347,0.350192642
The Fool on the Hill  ,Magical Mystery Tour,Apple Records / Capitol,The Beatles,2,2:59,John Lennon / Paul McCartney,1967,Pop/Rock,"British Psychedelia, Contemporary Pop/Rock, Psychedelic/Garage, AM Pop",0.136,0.297,0.567,8.24E-05,0.426,-4.546,0.0272,90.844,0.395,262267,5,0.057656158,0.001754386,0.001754386,0.001754386,0.432199087
Flying  ,Magical Mystery Tour,Apple Records / Capitol,The Beatles,3,2:15,George Harrison / John Lennon / Paul McCartney / Ringo Starr,1967,Pop/Rock,"British Psychedelia, Contemporary Pop/Rock, Psychedelic/Garage, AM Pop",0.368,0.551,0.395,0.88,0.0932,-14.755,0.0501,92.929,0.261,135520,51,0.001012146,0.001012146,0.001012146,0.001012146,0.076558395
Blue Jay Way ,Magical Mystery Tour,Apple Records / Capitol,The Beatles,4,3:55,George Harrison,1967,Pop/Rock,"British Psychedelia, Contemporary Pop/Rock, Psychedelic/Garage, AM Pop",0.0258,0.294,0.407,0.000219,0.0852,-11.575,0.0308,101.052,0.0378,235067,50,0.000974659,0.000974659,0.000974659,0.000974659,0.034814046
Your Mother Should Know  ,Magical Mystery Tour,Apple Records / Capitol,The Beatles,5,2:28,John Lennon / Paul McCartney,1967,Pop/Rock,"British Psychedelia, Contemporary Pop/Rock, Psychedelic/Garage, AM Pop",0.784,0.698,0.293,0.0106,0.0936,-11.361,0.0332,117.613,0.724,148413,56,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061
I Am the Walrus  ,Magical Mystery Tour,Apple Records / Capitol,The Beatles,6,4:35,John Lennon / Paul McCartney,1967,Pop/Rock,"British Psychedelia, Contemporary Pop/Rock, Psychedelic/Garage, AM Pop",0.0828,0.401,0.556,0.000359,0.589,-10.532,0.0513,85.206,0.654,275867,61,0.000993049,0.111113601,0.000993049,0.000993049,0.000993049
Hello Goodbye  ,Magical Mystery Tour,Apple Records / Capitol,The Beatles,7,3:28,John Lennon / Paul McCartney,1967,Pop/Rock,"British Psychedelia, Contemporary Pop/Rock, Psychedelic/Garage, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001196172,0.001196172,0.029076539,0.001196172,0.001196172
Strawberry Fields Forever  ,Magical Mystery Tour,Apple Records / Capitol,The Beatles,8,4:07,John Lennon / Paul McCartney,1967,Pop/Rock,"British Psychedelia, Contemporary Pop/Rock, Psychedelic/Garage, AM Pop",0.385,0.413,0.722,0.000335,0.0994,-6.54,0.273,97.965,0.228,249920,43,0.00122399,0.00122399,0.00122399,0.269348175,0.00122399
Penny Lane  ,Magical Mystery Tour,Apple Records / Capitol,The Beatles,9,3:00,John Lennon / Paul McCartney,1967,Pop/Rock,"British Psychedelia, Contemporary Pop/Rock, Psychedelic/Garage, AM Pop",0.0644,0.617,0.577,0.00157,0.106,-5.71,0.0388,112.921,0.627,180693,42,0.131242604,0.000822368,0.500278374,0.000822368,0.000822368
Baby You're a Rich Man  ,Magical Mystery Tour,Apple Records / Capitol,The Beatles,10,3:01,John Lennon / Paul McCartney,1967,Pop/Rock,"British Psychedelia, Contemporary Pop/Rock, Psychedelic/Garage, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000611995,0.000611995,0.49284385,0.014660756,0.000611995
All You Need Is Love  ,Magical Mystery Tour,Apple Records / Capitol,The Beatles,11,3:52,John Lennon / Paul McCartney,1967,Pop/Rock,"British Psychedelia, Contemporary Pop/Rock, Psychedelic/Garage, AM Pop",0.346,0.4,0.48,3.10E-05,0.155,-7.768,0.0295,103.436,0.653,230387,66,0.081664439,0.015797413,0.625320646,0.000641849,0.000641849
A Hard Day's Night  ,A Hard Day's Night,Capitol / EMI Records,The Beatles,1,2:32,John Lennon / Paul McCartney,1964,"Pop/Rock, Stage & Screen","British Invasion, Contemporary Pop/Rock, Folk-Rock, Merseybeat, Rock & Roll, AM Pop, Early Pop/Rock, Soundtracks",0.137,0.59,0.805,0,0.0996,-6.481,0.0371,138.514,0.797,154200,69,0.000720981,0.000720981,0.000720981,0.022452165,0.000720981
I Should Have Known Better  ,A Hard Day's Night,Capitol / EMI Records,The Beatles,2,2:44,John Lennon / Paul McCartney,1964,"Pop/Rock, Stage & Screen","British Invasion, Contemporary Pop/Rock, Folk-Rock, Merseybeat, Rock & Roll, AM Pop, Early Pop/Rock, Soundtracks",0.257,0.682,0.444,0,0.115,-7.689,0.0289,130.704,0.91,163080,57,0.014028925,0.000674764,0.744673902,0.016467765,0.000674764
